sentence,txtCheat,cheat,cheating,betray,betrayal,lie,lying,affair,unfaithful,infidelity,deception,dishonesty,adultery,trust,secrets,manipulation,hidden,suspicion,guilt
Jung-yub is besotted with his stepdaughter Yun-hee and their relationship goes beyond father-daughter boundaries. Yun-hee seeks to escape her father's shadow and biology teacher Eun-woo is her only ray of hope. She tries to take their relationship beyond that of student-teacher. Eun-woo is reluctant at first but soon falls for Yun-hee.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isolated from the outside world, fifteen-year-old Lara lives in seclusion on a vast country estate with her father and strict governess Miss Fontaine. Late one evening, a mysterious carriage crash brings a young girl into their home to recuperate. Lara immediately becomes enchanted by this strange visitor who arouses her curiosity and awakens her burgeoning desires.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This is the original ""movie"" version of the first three episodes of Macross before Harmony Gold edited the series into Robotech.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morning Raga is about the meeting of worlds. It is a story that brings the modern and traditional together, unites the past with present, Carnatic music with Western music, as never before in the history of humanity, fate and coincidence with individual choices. It is a story of our times where our worlds are interacting with each other.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A shy but very romantic young man tries to meet a girl by walking a borrowed dog. The trick works unbelievably well. They fall in love.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A play based on the friendship between CS Lewis and Joy Gresham.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel, a teenager from Stockholm, spends the summer in Malmö with his mother and her new husband. Daniel gets a job at McDonald's and falls in love with a girl.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A gangster is put in prison, but finds salvation through music while serving his time. Again on the outside, he finds success elusive and temptations abound.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tae-Hoon runs a factory in the Philippines, which processes mangos. Soo-Jin is an ordinary working woman, who dreams of experiencing love like it is fate. One day, Soo-Jin decides to take a trip to the Philippines with her friend, Ji-young. In the Philippines, Soo-Jin meets Tae-Hoon and falls in love with him",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Padmanabhan master and his wife are waiting for Unni, their only son who is missing for many years. 10 year old Unni got lost in the crowd during a temple festival where he was along with his neighbour Panikkar, popularly known as Poorappanikkar. Panikkar too did not return since he decided to return only after finding Unni. Ammu is Panikkar's daughter who also believes, like master and his wife, that her father will return one day with Unni. The master finds Unni and brings him back to the Village.  The villagers realize that Unni is abnormal and is mentally challenged. He behaves like a small boy and creates all sorts of trouble for the villagers and his parents.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two lovers perform a fandango dance. A jealous quarrel follows and the heart-broken swain decides to end it all. He throws himself from the window of his room, but instead of falling to his death, the anchor of a passing balloon intercepts his flight and he is taken high into the clouds. Laughing at his plight, the moon arouses the anger of the desperate lover and a battle between the two ensues.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Artie Logan is the new guy on Campus. Suddenly, he meets Tally Fuller: the most popular and beautiful girl at Fairfield college and she finally agrees to go on a date with him. But that night she is brutally killed by a blowtorch-wielding maniac and Artie is wrongfully arrested. Despite protests from other Police officers, detective P.J. Decker believes Artie's story and gives him 24 hours to track down the real killer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An artist rescues a mermaid in a sewer who develops bleeding sores all over her body, paints a portrait with her oozes and eventually disjoints her.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alper is a renowned chef in his 30s at his own luxury restaurant. He lives an isolated life and spends his nights with one-night stands and paid intercourses. One day, his life changes utterly when his path crosses with Ada and gets enamored by her casual and modest outlook at life. As they start to get romantically involved, Alper must also overcome his chronic feeling of desolateness.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prince Charles tells a group of children the story of the Old Man of Lochnager, based on the book he wrote.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mukesh tries tricking both his in-laws and his boss (Vijayraghavan) - with the help of Srinivasan - to go from being a pun to becoming manager of the company he works for, in order to marry Ratha (Vani Viswanathan).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In a time in the Philippines when the concept of divorce does not exist, a young woman has an affair with a married man. Eventually, they move in together, and that is when the problems start.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A man and woman must face the tension that builds between them during a long-distance relationship.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A New York stockbroker introduces a girlfriend to his buddy from out of town, then regrets it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alisa who are still in school are forced to marry in secret with his cousin, who is also a religious teacher (Ustaz Hafiz) at the same school as her parents want someone to take care of their daughter during their pilgrimage. Their secret was uncovered, the husband had been slandered raping underage girl and arrested by the police.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"One day Ben wakes up and has lost 90% of his hearing, in his search for information he meets Lily. The two quickly develop feelings for each other, but Ben must accept his own frustrations before he can accept his feelings.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A young man and woman find love in an unlikely place while carrying out a shady deal.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former classmates run into each other at a bar and form an unexpected bond.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julián is an ugly and unattractive guy;  He does not know what it is to have a girlfriend and lives idealizing finding the perfect woman with whom he can marry, because he lives in the shadow of his friend Chucky, whom he sees has many women and wants to be like him.  Bored, Julián decides to sign up for a marriage agency that claims to have the key to success in getting his better half.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doctor Frankenstein creates a mate for his monster, a woman called Eva, who promptly rejects the male creature. In turn, the doctor becomes obsessed with Eva, and tries to make her a perfect victorian woman.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A guy's family wants him to get married but it is harder than he thought. On one hand, his grandmother wants him to get married to a girl of her choice, and on the other, his mother is eager to select a girl for him. On top of that, he is already in love with a girl. His dilemma of being stuck between three women forms the crux of the story.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A wealthy family is thrown into turmoil when the daughter falls for the family chauffeur and the son begins to keep company with a chorus girl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tae-jin and Hye-jeong sense that there is a problem with their relationship so they decided to have a sex consultation to solve their problem. Sang-soo, who came to the sex consultation, suggests a solution for the couple. At first, they were embarrassed and awkward, but they accepted the sex advice to improve their marital relationship.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seung-gi has been living under a strict father, blaming himself everytime when a natural but uncontrollable desire surges from inside of him. However, because he can't spurt that desire in reality, every night Seung-gi shares passionate love with a mystery woman in his dreams.  He meets Eun-ji (""Viki"") a senior from school and gets provoked by her as well as Soo-jeong who he's had a crush on forever.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Karanina ""Nina"" Novak, is befriended by Nifty, the leader of a four-piece orchestra, and in return, secures an engagement for them at the Little Aregal Cafe, with herself as the vocalist, by pretending she once knew the King or Aregal back in the old country. Steve  shows up pretending to be the King of Aregal, and complicates the growing romance between Nina and Nifty. When Steve runs off with Opa, the real King of Aregal (also Steve) appears and complicates things again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"At his mother's request, a university student returns to his home on the island of Sumba, where questions about his late father come to light.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Maro is in love with Alexis balm, in which the parents did not approve because known play-Boys. The peers aunt Lena undertakes to assist the other to the party that will organize to get to know the parents of Alexis Maro, Lena and Alex will feel a strange attraction. Lena, however, is married with a child and trying to control her emotions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The critically acclaimed all-woman Japanese acting revue Takarazuka brings Rurouni Kenshin to life, creating a new twist on a globally loved story.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two inventors head to propose a machine for easy soap packaging while evil capitalist tries to destroy the machine and gaslighting friends.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A girl later known as an orphan has to be taken care of because of an accusation of her Former employer. She gets fired and lands on the street. Rain , cold and hunger make her sick. But she has luck ; a young boy named Ahmet finds her and takes good care of her. They have to face many obstacles to be together- gossip, miscarriage and dreams of a better life in Australia.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A young man falls in love with a ghost and must avoid a variety of ghostbusters out to eliminate her and each other.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The sequel to Time Stops Moving. Whether it be 2 years ago, tonight or tomorrow, time is always moving. And Adam will realize that no matter what time it is- beyond the girlfriend, the best friend, the other woman and the truth they finally chose to say- is the one who stayed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The story of Ace Eli Walford, a 1920s stunt flyer who barnstorms around the country, taking his eleven-year-old son Rodger with him as he goes from town to town.  The place is rural Kansas, and the time is midsummer in the early nineteen-twenties, not long after World War I.  Eli (Cliff Robertson), a barn storming pilot who has the emotional make-up of an 11-year-old, and Rodger (Eric Shea), his 11-year-old son who possesses the wisdom of the ancients, set off to see the world, which means flying all the way to San Willow. To Eli, San Willow seems to be as fabled as Xanadu and quite as remote.  In essence, ""Ace Eli and Rodger of the Skies"" is about the adventures of Rodger and Eli getting from nowhere to nowhere.  Eli, a killer with the ladies at first, always leaves them unsatisfied. He seems to have a sex problem.  Rodger spends a lot of his time getting his dad out of scrapes.  He also drinks, smokes and goes to sleep at night crying for his deceased mom.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sophie comes to New York from France with the intention of joining a man she met a few months before. She finds herself alone in the apartment of the guy, who left town because he was scared stiff at the idea of seeing her. Originally commissioned as one third of an omnibus feature showcasing the Figaro, a Japan-only retro throwback car.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After many years of marriage, Walter and Madge have grown apart: He lives on the floor and she lives on the ceiling. When Walter tries to reignite their old romance, their equilibrium comes crashing down, and the couple that can’t agree which way is up must find a way to put their marriage back together.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Now settled into married life, Pervez and Sheikh jump at the chance to travel to Turkey with their wives to visit Pervez's well-to-do brother-in-law, Rahat.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An aspiring playwright finds himself an overnight Broadway success.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A ne'er-do-well must man up to confront his brother's tormentors, and wise up in order to fight for the love of the right woman.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An engineer named Francesco arrives on Emerald Island in the Seychelles and is instantly smitten with the local girl Jeanine, whose sister ran off with the previous engineer -- neither of them to be seen again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two families, cotton merchants in England and America, with branches in France and Prussia swear to stand by each other in a belief that a great business firmly established in four countries will be able to withstand even such another calamity as the Napoleonic Wars from which Europe is slowly recovering. Then many years later, along comes World War One and the years that follow, to test the businesses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"George is a homeless car-salesman and a broken man. Shattered by the events in his past, he is unable to crawl into the present.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laila is a happy go-lucky tomboy and works at a VCD shop, owned by Azam. Secretly, both Azam and Laila are in love with each other but both are loathe to be the first to say it. One day, Laila meets Johan, a dashing gentleman who has just had a fight with his very eccentric girlfriend, Mira. Johan happens to see Laila dolled up like a princess. Laila is doing a favour for Kak Bell, and models in her spare time. She is taken aback by this unsolicited attention from this man, and lies about who she really was. Hence, Isabella is born. Then, begins the adventure of Laila Isabella.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A photographer and a journalist who despise each other must pretend that they are a couple when they are sent to cover the story of a guru, and encounter a number of off-the-wall situations en route through Galicia.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"He Na and her mother live in the small city by the river of Xiangjiang River, She didn’t understand why her mother loved a guy who is not at all a good men. One day she found a secrets from the men, she told her mother, which led to her family misfortune.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Languid look at the Gullah culture of the sea islands off the coast of South Carolina and Georgia where African folk-ways were maintained well into the 20th Century and was one of the last bastion of these mores in America.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Walter Mitty-esque tale of a Brooklyn dental hygienist who escapes into a painting by 17th-century Dutch master Peter de Hooc. The film was nominated for an Oscar for Best Live Action Short Film.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benoit has been driven to voyeurism and impotence due to having a cold, treacherous industrialist as a father and an exhibitionist aunt who constantly parades around nude. Jean-Pierre is a thief. Isabelle is a runaway whose stepfather tried to rape her. When the three cross paths, criminal activity, rape, madness and murder follow in this psycho-drama filled with soft-core sex.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Music critic Bob is out of a job, addicted to Zoloft, and trying to wrangle the menagerie of animals that his wife Linda has accumulated. Will adopting a baby cure their existential angst? Or should they just rescue another duck?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Gelin and Juliette Faber star as a blissfully happy honeymooning couple. They are so happy that they arouse the jealous attentions of Satan. The Dark Prince sends an emissary to beak up the romance, but his advocate is promptly challenged by a representative from ""up above.""",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A musical comedy centers around the dreams and ambitions of a group of friends,who support each other in all the problems they face whether personal or professional.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An idealistic youth moves to the countryside in search of a purer, more honest society, but finds injustice even in his remote village.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Observe the tenets of Taekwondo. Respect instructors and seniors. Never misuse Taekwondo. Be a champion of freedom and justice. Help to build a more peaceful world.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When a meddlesome mother enrolls in university with her son, old and new worlds collide with awesome consequences.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Headly, a 15-year-old teenager, thinks her mother has mourned her father's death long enough, so she decides to find her a new husband by the end of the summer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Young, a careless person, suffers from terminal illness and gets admitted in a hospital for treatment. There, he falls in love with a patient. After recovering, will he get back to his former life",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Famous ski stunt cameraman Willy Bogner's fourth movie features breathtaking pictures of extreme skiing, snowboarding and a lot of other things you don't want to try at your next skiing holiday. The story surrounding the whole thing is completely insignificant compared to the wonderful pictures. Nearly all the actors in the movie are world champions in their category. Willy Bogner's most famous work are probably the ski stunts in most of the James Bond movies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The lives of a group of young Chicago men, as seen through the eyes of one of them, a writer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outdoor drama about a newly-hired lumberjack discovering that his former girlfriend is now his new boss's wife.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An estranged couple happen to meet on a train journey where they independently reflect on what went wrong in their relationship and whether they will truly be able to move forward and start a new chapter, together or alone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A thief commits a robbery and is seen by a showgirl who becomes a witness to the crime. The man finds her and forces her to help him take what he stole to Rio de Janeiro. With no other way out, she is sent on a boat to Brazil by the thief. On board, the showgirl meets a doctor with whom she begins a romance while the criminal falls in love with her.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two outcasts, a suicide bomber and an Israeli girl, fall in love during a desperate weekend in Tel Aviv.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On her journey to the United States, Marya Nisko falls in love with another immigrant, Sascha Rabinoff. Arriving and discovering her sister's poverty, she fails as a lady's maid and then arranges an introduction to a theatrical manager, though Sascha is opposed to her becoming a professional dancer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michel and Juliette have just broken up over Michel's affair with the much younger Romance. Alice and Nicolas are still together, but maybe this is because Nicolas does not know of Alice's affair with handsome sports photographer Gaspard. This sly sex comedy, the sophomore effort of Belgian filmmaker Lucas Belvaux, follows the covert sexual misadventures of the troubled foursome.",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"The plot revolves around the controversial relationship between maid Stefania Chornenko and blueblood Adelia Anger against the backdrop of the provincial Austro-Hungary in 1900. Both Stefania’s parents and Adelia’s mother died during the fire. Adelia’s father adopted neighbors’ orphan. Girls grew up together to become as close as sisters, though Stefania served as the maid. This attachment develops into love-trap: on one hand full of mutual manipulation and jealousy, but equally based on сare and devotion. The illusion of balance is broken when Adelia marries sculptor Petro. Everything gets even more complicated when Joseph, the old love interest of Stefa, returns to town as the priest and married man. Illusions are destined to evaporate and reality comes into focus.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"A woman's love for and devotion to a married man results in her being relegated to the ""back streets"" of his life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mustafa Moradi is aching to find a girlfriend. On the other end of the city, Linnea is desperately searching for a guy with style, courage and a burning passion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A teen's life turns upside down when her boyfriend impregnates both her and a new student at school.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A woman journalist, Zoe, knows better than to go into a story with her mind already made up. But that's exactly what she does when she heads off to Spain to write about its men and their macho take (as she sees it) on relationships. As she tries to prove her thesis, she soon realizes that she doesn't know as much about the male sex as she thought.  She also finds herself involved in relationships with the wrong men.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The film revolve around the affection of Hieu and Mai Ngoc, their concerns, gender ""boundaries"" between instinct and reason, between curiosity about the age of adolescence and early vibrations. What difficulties, ""temptations"" will be for both, how to keep a beautiful spring love and sweet memories?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harper, a teacher and aspiring illustrator, eager for her big break, is tapped to collaborate with Caleb, a demanding children’s book author whose celebrity is waning. When he insists on her working through Christmas week in a quaint small town in Colorado, she must use the town’s holiday celebrations to help break him out of his writer’s block.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shumon finds himself entangled in the arms of a politician's silly daughter, an encounter that would forever alter the course of his existence. Her sudden demise leaves an indelible mark on Shumon's life, shattering his world and leaving him forever transformed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A village head's son's accidental death in the sea forces the government to ban fishermen from diving in search of pearls. However, the ban obstructs the main occupation of the villagers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An elderly lesbian couple, Edith (Vanessa Redgrave) and Abby (Marian Seldes), find out their long-term relationship has no bearing in the eyes of the world in 1961 when tragedy falls on them. Part of the anthology film, If These Walls Could Talk 2.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Destined couple, Bhop and Gaysorn, have their love and beliefs challenged in the midst of savage threats during the expansion of colonial rule.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Set in a small Polish town, ""Louder Than Bombs"" tells the coming-of-age story of Marcin, a 21-year-old with a penchant for James Dean and The Smiths. After the death of his father, Marcin must contend with the funeral arrangements while hosting his buffoonish out-of-town relatives who disparage his small town life as a mechanic in his father's garage. In addition, Marcin must face the news that his lifelong girlfriend has decided to leave Poland to live in the U.S. If he doesn't act quickly, he may never see her again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In 1951, two years after the “scandal” of the Fiamma che non si spegne, Cottafavi got the opportunity to work on a film with a small production company, Novissima Film. With little means, a number of technical and financial problems and working Sundays with the pieces of film given to him bit by bit, Cottafavi shot Una donna ha ucciso, a minor film that marked his comeback to directing. (Gianni Rondolino)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"During Civil War Reconstruction, the Connelly family is romantically restored to their former glory when Will Connelly marries a Yankee farm girl, Joanna Tate, despite the objects of his temperamental father Bob Connelly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bob Morrison, a successful composer of TV commercial jingles, is unhappy with his lack of creative freedom in developing the definitive dog-food song. Frustrated, he heads out to Hollywood to score a movie. While in California he establishes contact with an old girlfriend.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two teenage summer camp counselors struggle with their younger campers, providing a variety of humorous situations and romantic encounters.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The film revolves around, Norman, a world-weary manager of a pier theatre in a seaside resort. Norman has worked in the theatre for all of his life, but will not accept that the local council, which own the theatre are planning to install more commercial management in an attempt to boost audience numbers. As the story unfolds he realises it may be time to move on and put behind him the ghost of 50s & 60s singer Alma Cogan, who performed at the theatre many years ago. Sandra, his devoted long-suffering assistant and Norman decide to leave the theatre to fulfill her dream of being a professional singer and unexpectedly enjoying a late blossoming romance. From Wikipedia.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The hometown life of a young soldier suffering from shellshock amnesia is revealed in flashback.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Linda, the wife of a publishing executive, suspects that her husband Van’s relationship with his attractive secretary Whitey is more than professional.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four socialites unexpectedly clash: heiress Brooke Carter runs into gambler Johnny Spanish at the race track while playboy Michael O. Pritchard nearly runs into stage star Kitty O'Kelly with his car. Backstage at Kitty's show, it turns out she and Brooke are old friends who attended public school together. The foursome do the town, accompanied by Brooke's companion Elizabeth, who throws herself at Michael's butler and chauffeur Rodney James.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After losing her husband and baby daughter to a fire, Daphne Fields raises her deaf son while beginning a writing career. Hollywood loves her scripts, but her heart remains with her son Andrew, under the care of Headmaster Matthew Dane at an eastern boarding school. Daphne finally seems to have rediscovered love in her leading man. But an accident leaves her hospitalized, contemplating her life, fate and her best chance for love.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A gripping 18th century drama details the scandalous life of Lady Seymour Worsley, who dared to leave her husband and elope with his best friend, Captain George Bisset. Lady Seymour Worsley escapes her troubled marriage only to find herself at the centre of a very public trial brought by her powerful husband Sir Richard Worsley.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Loku Duwa"" depicts an attractive and self-sacrificing daughter of the middle class in the city who is trapped in a family of traditional values.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A postal worker falls in love with the Chinese waitress at a Chinese restaurant. They start dating and quickly fall in and out of love, the waitress returning to China. The young man looks for comfort in his father but he's too preoccupied with winning the Eurovision song contest. After listening to loser friends talk about what Sylvester Stallone would do in his situation, the postal worker decides to buy a ticket to China and follow his love to her home.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A best-selling author hides her love for Christmas after an ugly break up, finding love again when she joins a website for people who are crazy about Christmas: ""Christmas Lovers Anonymous"".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feelings slowly grow between an eccentric writer and an aspiring painter until circumstances — and other people — cause them both to drift away.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Three heroines go to the westernmost point of Russia - the Baltic Spit. Pines, sand, dogs, girlish dances, summer carefree. Girls stay overnight on the shore in a tent. During the night, summer is replaced by winter. In the morning, for an unknown reason, the heroines part.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This romantic family melodrama reworks the Madame Butterfly story in Anping, the port attached to Tainan city in southern Taiwan. Xiuqin falls for a Dutch ship’s doctor called Daley, and becomes pregnant. When he has to leave, he promises to return, but never does. Xiuqin brings up her red-haired daughter, Kimby herself. Kim falls for a medical student from Taipei, Zhiqiang, who is about to go to the USA for his studies. Is destiny about to repeat itself?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After falling in love with a much younger girl a rich businessman is trying to find an ancient elixir which will make him younger as well.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dr. Peter Blood, unjustly convicted of treason and exiled from England, becomes a notorious pirate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molly, a talented, scrupulous content creator, gets a surprise assignment to chronicle her newfound singlehood. But when she's paired with Jackson-her polar opposite-will she learn to stand on her own two feet, or will love get in the way?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agha Rasool, he will go to the pilgrimage of God's house and his daughter will give him a guest to his friend, Enayatollah.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five erotic shorts featuring some very delectable guys make this one extremely hot soft-core title! Starting with a bang we get a delicious treat with a horny straight boy looking for a chick online. What he gets instead is a gay boy/straight girl combo whose goal is to get him all turned on and dying for release.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jun arrives in Hong Kong from mainland China, hoping to be able to earn enough money to marry his girlfriend back home. He meets the streetwise Qiao and they become friends. As friendship turns into love, problems develop, and although they seem meant for each other they somehow keep missing out.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
